GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied (dollars),Margin of Error; Owner occupied (dollars),Estimate; Renter occupied (dollars),Margin of Error; Renter occupied (dollars)
1400000US25025010800,25025010800,"Census Tract 108, Suffolk County, Massachusetts",91518,13660,135438,33027,71681,17444
1400000US25025020100,25025020100,"Census Tract 201, Suffolk County, Massachusetts",102669,18432,145000,48097,82907,17160
1400000US25025020200,25025020200,"Census Tract 202, Suffolk County, Massachusetts",57468,18847,107232,26332,41849,15262
1400000US25025020300,25025020300,"Census Tract 203, Suffolk County, Massachusetts",81397,19720,123005,18033,61198,23480
1400000US25025030100,25025030100,"Census Tract 301, Suffolk County, Massachusetts",52321,10855,79792,13792,47067,10890
1400000US25025030200,25025030200,"Census Tract 302, Suffolk County, Massachusetts",54141,11091,53438,45002,54375,12608
1400000US25025030300,25025030300,"Census Tract 303, Suffolk County, Massachusetts",100993,28914,137151,18334,70728,17458
1400000US25025030400,25025030400,"Census Tract 304, Suffolk County, Massachusetts",65375,23822,78523,50042,62917,23127
1400000US25025030500,25025030500,"Census Tract 305, Suffolk County, Massachusetts",101340,6724,147692,37779,79375,18244
1400000US25025040100,25025040100,"Census Tract 401, Suffolk County, Massachusetts",108269,28147,133056,29159,71970,22622
1400000US25025040200,25025040200,"Census Tract 402, Suffolk County, Massachusetts",49918,27749,105625,67471,32278,29809
1400000US25025040300,25025040300,"Census Tract 403, Suffolk County, Massachusetts",108709,7617,114762,28621,64716,33250
1400000US25025040400,25025040400,"Census Tract 404, Suffolk County, Massachusetts",58567,10403,134350,76896,45144,20353
1400000US25025040600,25025040600,"Census Tract 406, Suffolk County, Massachusetts",97250,19828,107330,37203,85460,26178
1400000US25025040800,25025040800,"Census Tract 408, Suffolk County, Massachusetts",38672,12091,115208,32821,15099,6656
1400000US25025050100,25025050100,"Census Tract 501, Suffolk County, Massachusetts",30473,7391,47887,8242,26055,7129
1400000US25025050200,25025050200,"Census Tract 502, Suffolk County, Massachusetts",49889,4413,66912,31401,42113,7292
1400000US25025050300,25025050300,"Census Tract 503, Suffolk County, Massachusetts",16445,1764,46705,115594,16299,1785
1400000US25025050400,25025050400,"Census Tract 504, Suffolk County, Massachusetts",50304,7619,82614,26929,46150,13278
1400000US25025050500,25025050500,"Census Tract 505, Suffolk County, Massachusetts",37274,10269,71354,13923,36548,6823
1400000US25025050600,25025050600,"Census Tract 506, Suffolk County, Massachusetts",43304,5738,54167,24317,41611,4364
1400000US25025050700,25025050700,"Census Tract 507, Suffolk County, Massachusetts",55102,7655,61000,40862,54865,9499
1400000US25025050900,25025050900,"Census Tract 509, Suffolk County, Massachusetts",40370,9355,65375,17598,34924,7218
1400000US25025051000,25025051000,"Census Tract 510, Suffolk County, Massachusetts",43813,19441,71875,6527,31339,7541
1400000US25025051100,25025051100,"Census Tract 511, Suffolk County, Massachusetts",58290,7947,62949,8313,54534,9595
1400000US25025051200,25025051200,"Census Tract 512, Suffolk County, Massachusetts",42089,5480,66994,11550,31045,5082
1400000US25025060100,25025060100,"Census Tract 601, Suffolk County, Massachusetts",69794,10249,86688,8929,57643,7656
1400000US25025060200,25025060200,"Census Tract 602, Suffolk County, Massachusetts",82188,9362,107174,21782,66136,28771
1400000US25025060300,25025060300,"Census Tract 603, Suffolk County, Massachusetts",83178,15898,101375,22001,70288,24415
1400000US25025060400,25025060400,"Census Tract 604, Suffolk County, Massachusetts",68800,18784,102188,9174,39316,14577
1400000US25025060500,25025060500,"Census Tract 605, Suffolk County, Massachusetts",85385,10648,107596,25372,66563,23872
1400000US25025060600,25025060600,"Census Tract 606, Suffolk County, Massachusetts",76328,7230,96579,37256,71824,10868
1400000US25025060700,25025060700,"Census Tract 607, Suffolk County, Massachusetts",19250,4144,-,**,19250,4144
1400000US25025060800,25025060800,"Census Tract 608, Suffolk County, Massachusetts",73818,14718,92288,4976,42925,8246
1400000US25025061000,25025061000,"Census Tract 610, Suffolk County, Massachusetts",23963,3805,100486,52377,17305,8080
1400000US25025061100,25025061100,"Census Tract 611, Suffolk County, Massachusetts",10250,3737,"2,500-",***,10614,3967
1400000US25025061200,25025061200,"Census Tract 612, Suffolk County, Massachusetts",84259,19979,93224,24711,68295,54072
1400000US25025070100,25025070100,"Census Tract 701, Suffolk County, Massachusetts",46591,14394,134479,53534,18804,5031
1400000US25025070200,25025070200,"Census Tract 702, Suffolk County, Massachusetts",14706,5429,100650,19179,12622,4041
1400000US25025070300,25025070300,"Census Tract 703, Suffolk County, Massachusetts",99069,21832,123451,18826,79043,38728
1400000US25025070400,25025070400,"Census Tract 704, Suffolk County, Massachusetts",16486,3758,-,**,16486,3758
1400000US25025070500,25025070500,"Census Tract 705, Suffolk County, Massachusetts",66250,32833,134167,28523,37070,7451
1400000US25025070600,25025070600,"Census Tract 706, Suffolk County, Massachusetts",94250,18584,94375,29486,94167,28640
1400000US25025070700,25025070700,"Census Tract 707, Suffolk County, Massachusetts",81587,16828,163846,51103,52790,10764
1400000US25025070800,25025070800,"Census Tract 708, Suffolk County, Massachusetts",54466,15289,156813,67050,38840,8613
1400000US25025070900,25025070900,"Census Tract 709, Suffolk County, Massachusetts",47543,22639,130583,22795,14766,5508
1400000US25025071100,25025071100,"Census Tract 711, Suffolk County, Massachusetts",46250,12516,93516,56459,30071,13115
1400000US25025071200,25025071200,"Census Tract 712, Suffolk County, Massachusetts",35360,19113,125556,35500,14505,6566
1400000US25025080100,25025080100,"Census Tract 801, Suffolk County, Massachusetts",32083,23579,71920,38557,16935,8179
1400000US25025080300,25025080300,"Census Tract 803, Suffolk County, Massachusetts",27667,9000,65969,12370,20583,5082
1400000US25025080400,25025080400,"Census Tract 804, Suffolk County, Massachusetts",28750,20778,93354,38937,18173,15097
1400000US25025080500,25025080500,"Census Tract 805, Suffolk County, Massachusetts",16423,3096,63125,18868,14563,3883
1400000US25025080600,25025080600,"Census Tract 806, Suffolk County, Massachusetts",16719,5725,77759,43442,15816,2889
1400000US25025080800,25025080800,"Census Tract 808, Suffolk County, Massachusetts",19000,16171,-,**,18333,15245
1400000US25025080900,25025080900,"Census Tract 809, Suffolk County, Massachusetts",39101,4752,60795,36475,38509,7134
1400000US25025081000,25025081000,"Census Tract 810, Suffolk County, Massachusetts",32547,8846,83051,40663,28012,8352
1400000US25025081100,25025081100,"Census Tract 811, Suffolk County, Massachusetts",44118,6698,77198,25651,40143,9492
1400000US25025081200,25025081200,"Census Tract 812, Suffolk County, Massachusetts",21429,10200,128182,22717,14087,7912
1400000US25025081300,25025081300,"Census Tract 813, Suffolk County, Massachusetts",17055,2774,75329,29994,14951,2895
1400000US25025081400,25025081400,"Census Tract 814, Suffolk County, Massachusetts",57756,11689,64410,14515,51750,15406
1400000US25025081500,25025081500,"Census Tract 815, Suffolk County, Massachusetts",53622,9726,61595,4720,26324,22483
1400000US25025081700,25025081700,"Census Tract 817, Suffolk County, Massachusetts",33937,16689,70735,20651,30074,16717
1400000US25025081800,25025081800,"Census Tract 818, Suffolk County, Massachusetts",46467,4517,49549,29364,31875,18191
1400000US25025081900,25025081900,"Census Tract 819, Suffolk County, Massachusetts",42791,4954,80795,18460,29877,9536
1400000US25025082000,25025082000,"Census Tract 820, Suffolk County, Massachusetts",31250,17936,66914,8485,19432,14769
1400000US25025082100,25025082100,"Census Tract 821, Suffolk County, Massachusetts",23793,8073,77454,35374,17679,5655
1400000US25025090100,25025090100,"Census Tract 901, Suffolk County, Massachusetts",27181,6356,70129,10749,23750,2700
1400000US25025090200,25025090200,"Census Tract 902, Suffolk County, Massachusetts",31449,12677,49643,46095,19750,15242
1400000US25025090300,25025090300,"Census Tract 903, Suffolk County, Massachusetts",17936,2277,44948,40759,14588,3745
1400000US25025090400,25025090400,"Census Tract 904, Suffolk County, Massachusetts",30580,8887,82989,23645,20236,10284
1400000US25025090600,25025090600,"Census Tract 906, Suffolk County, Massachusetts",49297,12673,50500,15472,48519,31496
1400000US25025090700,25025090700,"Census Tract 907, Suffolk County, Massachusetts",35060,7105,72969,22520,30208,10170
1400000US25025090900,25025090900,"Census Tract 909, Suffolk County, Massachusetts",30247,4294,-,**,30247,4294
1400000US25025091000,25025091000,"Census Tract 910, Suffolk County, Massachusetts",65833,12524,96875,40818,30750,33482
1400000US25025091100,25025091100,"Census Tract 911, Suffolk County, Massachusetts",68063,10363,109844,31707,48539,6088
1400000US25025091200,25025091200,"Census Tract 912, Suffolk County, Massachusetts",52681,9640,75500,35757,27269,15669
1400000US25025091300,25025091300,"Census Tract 913, Suffolk County, Massachusetts",30345,6754,32402,49824,23156,6290
1400000US25025091400,25025091400,"Census Tract 914, Suffolk County, Massachusetts",40995,19911,88000,62412,22426,17907
1400000US25025091500,25025091500,"Census Tract 915, Suffolk County, Massachusetts",43559,8286,64896,9449,30945,11742
1400000US25025091600,25025091600,"Census Tract 916, Suffolk County, Massachusetts",30489,7480,78224,18472,23807,11590
1400000US25025091700,25025091700,"Census Tract 917, Suffolk County, Massachusetts",42218,9283,55188,20188,32813,15693
1400000US25025091800,25025091800,"Census Tract 918, Suffolk County, Massachusetts",41399,13563,80324,47678,30833,5960
1400000US25025091900,25025091900,"Census Tract 919, Suffolk County, Massachusetts",34358,9696,58029,9648,27541,4010
1400000US25025092000,25025092000,"Census Tract 920, Suffolk County, Massachusetts",41250,13721,65750,7327,23566,7103
1400000US25025092100,25025092100,"Census Tract 921, Suffolk County, Massachusetts",42899,10748,75847,30348,25886,7636
1400000US25025092200,25025092200,"Census Tract 922, Suffolk County, Massachusetts",47679,11746,87917,29251,30833,9174
1400000US25025092300,25025092300,"Census Tract 923, Suffolk County, Massachusetts",34176,6977,68750,48455,26675,9227
1400000US25025092400,25025092400,"Census Tract 924, Suffolk County, Massachusetts",24415,4752,60457,19240,20441,7682
1400000US25025100100,25025100100,"Census Tract 1001, Suffolk County, Massachusetts",24717,4312,64355,45525,21485,3116
1400000US25025100200,25025100200,"Census Tract 1002, Suffolk County, Massachusetts",36822,3203,71111,21735,29514,15871
1400000US25025100300,25025100300,"Census Tract 1003, Suffolk County, Massachusetts",40673,10853,80000,32496,24271,14860
1400000US25025100400,25025100400,"Census Tract 1004, Suffolk County, Massachusetts",45933,9689,76833,16859,27899,8371
1400000US25025100500,25025100500,"Census Tract 1005, Suffolk County, Massachusetts",43935,6981,82695,28379,30234,9127
1400000US25025100601,25025100601,"Census Tract 1006.01, Suffolk County, Massachusetts",51948,5120,73068,15048,47727,9936
