GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",347,130,347,130,0,127,0,127,0,127,0,127,0,127,22,33,0,127,0,127,0,127,0,127,36,56,11,17,0,127,0,127,0,127,10,17,0,127,58,64,109,85,91,77,10,17,0,127
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",328,70,319,70,0,127,0,127,0,127,4,7,0,127,0,127,0,127,0,127,0,127,0,127,28,39,0,127,0,127,9,14,0,127,0,127,10,15,25,34,29,27,101,48,113,45,9,14
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",162,88,113,76,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,17,24,0,127,0,127,0,127,0,127,70,63,26,35,0,127,49,63
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",93,61,85,62,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,12,18,29,45,0,127,44,41,0,127,8,14
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",164,87,136,84,0,127,0,127,0,127,0,127,0,127,0,127,15,23,0,127,0,127,0,127,17,27,0,127,0,127,0,127,0,127,49,73,0,127,0,127,26,30,29,33,0,127,28,30
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",150,76,150,76,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,21,25,38,42,24,26,67,60,0,127
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",1118,148,1085,142,0,127,0,127,0,127,0,127,15,24,0,127,0,127,0,127,0,127,10,17,0,127,0,127,18,28,0,127,28,31,0,127,53,59,205,99,177,83,489,127,90,54,33,34
1400000US25017332300,25017332300,"Census Tract 3323, Middlesex County, Massachusetts",552,106,539,105,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,44,46,38,43,155,82,108,67,110,76,84,71,13,21
1400000US25017332400,25017332400,"Census Tract 3324, Middlesex County, Massachusetts",270,60,270,60,0,127,0,127,10,15,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,14,21,0,127,50,37,30,30,110,60,56,34,0,127
1400000US25017333100,25017333100,"Census Tract 3331, Middlesex County, Massachusetts",708,116,680,116,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,15,23,0,127,29,33,362,127,97,60,163,96,14,23,28,32
1400000US25017333200,25017333200,"Census Tract 3332, Middlesex County, Massachusetts",731,168,712,169,0,127,0,127,0,127,46,76,0,127,0,127,17,28,0,127,0,127,14,23,19,30,0,127,0,127,0,127,15,22,73,58,111,76,228,140,77,55,66,87,46,67,19,30
1400000US25017333300,25017333300,"Census Tract 3333, Middlesex County, Massachusetts",832,144,798,146,9,16,0,127,0,127,0,127,11,17,32,51,0,127,9,16,0,127,0,127,0,127,0,127,12,19,21,23,60,45,18,22,168,82,147,74,212,83,88,54,11,18,34,31
1400000US25017333400,25017333400,"Census Tract 3334, Middlesex County, Massachusetts",948,167,872,163,0,127,0,127,0,127,18,32,75,64,25,30,0,127,0,127,0,127,14,22,15,25,13,21,0,127,29,34,15,22,68,73,64,55,146,81,49,48,276,131,65,52,76,70
1400000US25017333501,25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",374,114,365,115,0,127,0,127,0,127,0,127,11,19,0,127,0,127,0,127,0,127,10,18,9,13,49,51,0,127,0,127,0,127,0,127,59,36,54,33,107,86,66,54,0,127,9,14
1400000US25017333502,25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",668,139,628,128,0,127,0,127,0,127,23,28,10,15,10,16,0,127,9,14,0,127,0,127,10,16,9,13,0,127,10,16,39,34,26,29,105,65,166,98,60,44,133,74,18,20,40,52
1400000US25017333600,25017333600,"Census Tract 3336, Middlesex County, Massachusetts",1327,192,1311,194,0,127,0,127,30,34,26,29,12,20,28,33,0,127,0,127,12,19,0,127,0,127,0,127,14,23,13,24,0,127,165,117,39,41,280,148,331,123,307,98,54,42,16,25
1400000US25017334100,25017334100,"Census Tract 3341, Middlesex County, Massachusetts",79,52,68,50,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,23,24,7,12,38,43,0,127,0,127,0,127,11,16
1400000US25017334200,25017334200,"Census Tract 3342, Middlesex County, Massachusetts",344,76,344,76,0,127,0,127,11,17,26,28,0,127,0,127,51,61,0,127,0,127,0,127,0,127,0,127,12,20,0,127,25,28,12,19,12,20,128,55,25,26,28,31,14,21,0,127
1400000US25017334300,25017334300,"Census Tract 3343, Middlesex County, Massachusetts",119,39,119,39,0,127,14,23,11,18,30,34,13,21,12,19,0,127,0,127,0,127,0,127,16,25,0,127,0,127,0,127,0,127,0,127,12,19,0,127,11,18,0,127,0,127,0,127
1400000US25017334400,25017334400,"Census Tract 3344, Middlesex County, Massachusetts",560,131,544,128,0,127,0,127,0,127,53,48,0,127,28,33,30,36,0,127,0,127,0,127,0,127,50,83,0,127,0,127,0,127,111,98,16,25,36,28,121,69,14,24,85,96,16,26
1400000US25017335100,25017335100,"Census Tract 3351, Middlesex County, Massachusetts",689,150,626,144,0,127,0,127,0,127,0,127,15,24,0,127,0,127,0,127,0,127,0,127,16,27,18,28,0,127,12,19,50,77,66,58,87,72,146,99,91,57,93,62,32,35,63,82
1400000US25017335200,25017335200,"Census Tract 3352, Middlesex County, Massachusetts",393,140,335,114,0,127,0,127,0,127,0,127,31,26,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,12,20,0,127,13,20,145,102,42,45,0,127,49,65,43,69,58,69
1400000US25017335300,25017335300,"Census Tract 3353, Middlesex County, Massachusetts",972,208,928,205,0,127,0,127,18,30,15,23,15,23,21,34,52,69,33,38,0,127,0,127,0,127,0,127,23,28,0,127,0,127,59,91,111,114,247,115,204,105,108,64,22,35,44,39
1400000US25017335400,25017335400,"Census Tract 3354, Middlesex County, Massachusetts",252,93,219,84,0,127,14,22,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,15,24,3,9,35,33,60,56,44,40,0,127,13,19,35,28,33,30
1400000US25017336100,25017336100,"Census Tract 3361, Middlesex County, Massachusetts",702,123,662,119,0,127,0,127,12,19,60,47,85,56,85,69,12,20,33,52,0,127,0,127,0,127,12,19,44,64,28,24,0,127,30,31,24,28,67,41,66,42,66,66,38,62,40,37
1400000US25017336200,25017336200,"Census Tract 3362, Middlesex County, Massachusetts",205,103,190,102,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,44,70,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,40,39,13,22,93,80,0,127,15,24
1400000US25017336300,25017336300,"Census Tract 3363, Middlesex County, Massachusetts",490,149,419,144,0,127,0,127,12,21,41,64,0,127,13,20,0,127,0,127,0,127,14,23,0,127,41,64,0,127,0,127,0,127,13,22,72,81,41,45,68,44,104,95,0,127,71,53
1400000US25017336401,25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",1034,150,1034,150,0,127,0,127,29,47,11,17,9,14,0,127,0,127,0,127,0,127,0,127,0,127,26,43,0,127,10,17,39,58,87,62,38,28,418,120,197,77,150,67,20,25,0,127
1400000US25017336402,25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",966,147,950,145,0,127,11,18,21,24,62,55,14,24,74,67,10,16,39,39,55,47,0,127,0,127,0,127,0,127,11,18,11,18,125,94,67,46,255,121,121,79,74,50,0,127,16,26
1400000US25017337101,25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",364,86,364,86,0,127,13,20,7,12,57,32,21,23,0,127,7,12,0,127,0,127,9,16,33,35,12,18,10,17,9,16,23,26,47,40,0,127,26,44,0,127,16,14,74,70,0,127
1400000US25017337102,25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",239,96,222,94,0,127,0,127,0,127,0,127,0,127,0,127,15,24,0,127,0,127,13,23,0,127,0,127,0,127,0,127,0,127,0,127,13,20,77,59,23,21,81,82,0,127,17,27
1400000US25017337201,25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",482,93,482,93,0,127,0,127,7,12,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,21,36,7,11,29,34,0,127,14,15,140,82,206,66,29,24,22,17,7,11,0,127
1400000US25017337202,25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",622,93,605,94,0,127,0,127,0,127,58,73,27,31,15,23,16,27,46,52,12,19,0,127,0,127,14,24,0,127,13,22,15,23,0,127,17,28,140,89,59,47,132,64,41,38,17,25
1400000US25017337300,25017337300,"Census Tract 3373, Middlesex County, Massachusetts",866,169,852,167,0,127,0,127,0,127,0,127,0,127,0,127,45,66,0,127,0,127,0,127,0,127,33,38,0,127,23,28,18,27,12,20,27,31,199,96,365,129,118,79,12,21,14,23
1400000US25017338100,25017338100,"Census Tract 3381, Middlesex County, Massachusetts",84,52,80,51,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,16,24,0,127,16,24,0,127,13,21,35,35,4,8
1400000US25017338200,25017338200,"Census Tract 3382, Middlesex County, Massachusetts",620,116,609,113,0,127,10,17,0,127,0,127,0,127,0,127,23,38,0,127,0,127,0,127,0,127,23,25,0,127,15,23,13,22,59,62,65,63,113,71,59,34,167,67,62,41,11,16
1400000US25017338300,25017338300,"Census Tract 3383, Middlesex County, Massachusetts",301,68,295,67,0,127,0,127,0,127,9,15,0,127,0,127,0,127,0,127,53,59,11,16,0,127,0,127,0,127,0,127,0,127,0,127,16,21,18,19,45,29,91,54,52,36,6,9
1400000US25017338400,25017338400,"Census Tract 3384, Middlesex County, Massachusetts",62,49,46,35,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,16,26,0,127,0,127,0,127,0,127,30,34,16,24
1400000US25017338500,25017338500,"Census Tract 3385, Middlesex County, Massachusetts",181,62,154,56,0,127,0,127,16,25,0,127,0,127,31,35,0,127,0,127,0,127,0,127,16,25,0,127,0,127,0,127,15,24,0,127,15,24,0,127,29,33,32,35,0,127,27,33
1400000US25017339100,25017339100,"Census Tract 3391, Middlesex County, Massachusetts",951,169,940,168,0,127,17,28,34,40,146,84,49,36,48,44,49,45,42,32,34,39,13,20,18,30,31,36,0,127,17,27,47,46,14,21,38,60,200,116,83,70,14,24,46,67,11,18
1400000US25017339200,25017339200,"Census Tract 3392, Middlesex County, Massachusetts",413,139,380,135,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,71,86,0,127,0,127,0,127,0,127,17,29,0,127,17,27,96,66,166,97,13,20,33,38
1400000US25017339300,25017339300,"Census Tract 3393, Middlesex County, Massachusetts",557,101,511,100,11,17,8,13,10,16,33,27,8,12,46,58,6,15,8,13,8,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,109,73,113,71,142,71,9,14,46,37
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",703,126,688,127,0,127,0,127,0,127,92,58,10,16,11,18,12,19,0,127,3,15,11,17,0,127,28,27,0,127,74,57,0,127,58,53,60,72,75,64,105,68,110,56,39,31,15,26
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",670,92,648,85,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,17,0,127,0,127,12,19,109,83,62,51,137,62,55,38,190,74,72,66,22,24
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",940,167,914,165,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,19,0,127,0,127,0,127,28,46,0,127,70,53,40,39,172,85,239,114,325,100,29,39,26,23
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",807,131,752,133,9,14,41,42,10,15,34,52,0,127,0,127,5,11,10,17,0,127,22,31,10,16,8,13,45,44,41,60,11,17,14,22,0,127,114,52,240,117,119,56,19,21,55,36
1400000US25017339800,25017339800,"Census Tract 3398, Middlesex County, Massachusetts",1649,299,1619,304,0,127,17,26,0,127,86,70,31,34,0,127,15,25,59,41,0,127,17,26,0,127,0,127,152,209,0,127,0,127,14,23,0,127,214,141,286,140,554,141,174,107,30,36
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",1033,188,1033,188,0,127,0,127,14,22,0,127,46,74,0,127,0,127,0,127,12,20,0,127,0,127,28,31,0,127,0,127,0,127,73,78,92,90,253,136,328,184,161,95,26,29,0,127
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",574,96,559,95,0,127,0,127,0,127,13,21,0,127,0,127,0,127,11,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,13,29,115,91,140,69,70,56,186,80,11,16,15,19
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",165,96,137,99,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,32,36,15,23,0,127,38,50,52,80,0,127,28,32
1400000US25017341100,25017341100,"Census Tract 3411, Middlesex County, Massachusetts",1749,229,1659,225,0,127,0,127,51,48,29,32,11,20,11,18,13,22,24,30,14,22,64,64,0,127,10,16,48,36,64,74,53,38,189,103,208,129,313,115,197,100,238,119,122,99,90,78
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",1352,217,1310,224,0,127,0,127,0,127,15,23,0,127,63,37,0,127,25,31,11,18,0,127,41,38,24,30,55,61,69,75,24,28,41,39,42,58,434,229,162,111,284,137,20,32,42,33
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",1710,171,1710,171,0,127,7,13,18,27,51,35,51,49,14,22,7,14,28,27,77,55,49,63,51,51,0,127,30,34,0,127,15,25,56,48,224,128,325,136,302,105,304,106,101,45,0,127
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",1020,135,992,143,0,127,0,127,0,127,0,127,0,127,37,58,10,17,73,79,0,127,0,127,38,62,0,127,10,15,14,23,0,127,150,99,27,31,318,115,258,116,45,44,12,20,28,35
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",746,139,725,139,0,127,0,127,11,17,0,127,13,23,0,127,0,127,9,13,0,127,0,127,0,127,13,21,32,44,0,127,44,50,78,60,68,62,194,97,116,73,128,88,19,26,21,24
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",1175,156,1097,157,0,127,0,127,0,127,106,82,16,26,13,21,0,127,0,127,11,18,0,127,0,127,0,127,0,127,0,127,30,28,55,49,93,60,237,113,227,115,261,143,48,43,78,63
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",723,149,707,153,13,21,0,127,19,31,38,64,51,66,0,127,0,127,26,30,14,23,27,30,0,127,0,127,19,29,80,73,28,32,50,76,33,38,140,85,16,26,66,47,87,79,16,25
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",1282,190,1269,190,0,127,0,127,0,127,26,30,18,29,13,21,14,23,9,17,40,62,39,34,107,87,26,32,30,32,85,71,13,21,81,60,47,45,117,67,179,100,376,158,49,49,13,21
1400000US25017341900,25017341900,"Census Tract 3419, Middlesex County, Massachusetts",1746,196,1652,213,0,127,0,127,21,25,13,20,0,127,0,127,70,79,0,127,0,127,15,24,43,45,13,22,0,127,29,38,8,13,92,73,21,24,333,136,489,146,443,144,62,51,94,71
1400000US25017342100,25017342100,"Census Tract 3421, Middlesex County, Massachusetts",1489,199,1441,206,0,127,14,22,11,18,0,127,0,127,0,127,10,17,24,42,59,78,39,65,45,40,79,76,47,37,18,28,22,28,100,74,215,107,286,143,168,81,304,146,0,127,48,65
1400000US25017342200,25017342200,"Census Tract 3422, Middlesex County, Massachusetts",1425,212,1393,207,0,127,0,127,0,127,86,98,0,127,10,16,12,20,38,48,14,23,55,67,23,26,12,20,0,127,123,87,11,18,111,73,100,99,424,160,185,125,178,127,11,18,32,39
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",1241,184,1218,186,0,127,0,127,0,127,0,127,18,30,0,127,0,127,0,127,0,127,11,17,10,16,12,20,57,62,9,15,3,10,64,50,51,54,468,180,323,130,138,97,54,68,23,37
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",1419,191,1363,198,9,14,0,127,36,54,17,19,21,25,9,14,34,53,14,23,8,15,66,80,0,127,42,67,30,33,9,16,26,31,68,70,96,57,415,145,267,143,145,85,51,68,56,47
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",1323,230,1323,230,0,127,19,33,0,127,0,127,0,127,15,25,0,127,0,127,14,21,28,31,10,16,14,22,58,57,68,71,16,25,154,78,172,107,308,125,205,103,199,129,43,42,0,127
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",734,133,685,123,0,127,0,127,8,13,8,13,18,27,7,11,9,15,0,127,32,44,21,45,0,127,10,23,26,31,8,12,9,15,61,39,32,40,152,78,115,80,169,98,0,127,49,56
1400000US25017350100,25017350100,"Census Tract 3501, Middlesex County, Massachusetts",2027,192,1984,196,0,127,64,71,113,86,66,49,0,127,5,11,26,38,37,57,0,127,0,127,33,53,54,71,0,127,15,24,38,57,90,65,59,53,376,138,418,160,442,171,148,147,43,41
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",1682,197,1668,201,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,20,31,0,127,0,127,15,23,7,12,41,67,0,127,55,60,256,123,374,153,453,128,300,126,147,85,14,23
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",509,101,509,101,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,18,31,0,127,25,23,10,15,22,33,0,127,7,12,105,82,179,88,93,64,19,23,31,29,0,127
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",1433,154,1433,154,0,127,11,17,0,127,16,25,14,23,0,127,15,24,0,127,0,127,62,79,0,127,0,127,0,127,43,41,14,24,57,72,52,29,163,112,177,89,453,150,356,123,0,127
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",466,87,466,87,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,13,22,0,127,0,127,0,127,15,23,0,127,15,23,14,20,14,22,42,38,113,57,189,73,51,35,0,127
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",673,109,636,107,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,30,39,15,27,21,20,26,33,96,60,68,51,157,69,223,72,37,27
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",1989,217,1989,217,14,22,114,100,60,72,197,130,58,69,11,18,0,127,83,79,0,127,52,39,11,19,82,51,11,18,73,78,48,56,56,67,59,46,268,103,441,172,339,102,12,22,0,127
1400000US25017350800,25017350800,"Census Tract 3508, Middlesex County, Massachusetts",449,98,440,100,0,127,0,127,0,127,0,127,0,127,0,127,9,13,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,58,60,0,127,53,38,74,60,190,90,56,47,9,16
1400000US25017350900,25017350900,"Census Tract 3509, Middlesex County, Massachusetts",1036,109,1007,111,0,127,0,127,0,127,0,127,30,49,0,127,51,66,12,18,0,127,0,127,0,127,0,127,0,127,0,127,0,127,42,61,13,19,116,71,244,95,315,103,184,64,29,29
1400000US25017351000,25017351000,"Census Tract 3510, Middlesex County, Massachusetts",2208,191,2195,196,0,127,0,127,0,127,0,127,0,127,16,25,0,127,15,24,43,64,45,71,0,127,28,32,0,127,30,33,42,68,60,81,44,42,401,154,444,161,640,166,387,145,13,22
1400000US25017351100,25017351100,"Census Tract 3511, Middlesex County, Massachusetts",1716,196,1695,188,0,127,0,127,0,127,38,59,13,21,14,21,0,127,13,22,0,127,15,23,13,21,0,127,0,127,20,28,0,127,118,99,201,104,536,153,373,144,148,83,193,126,21,32
1400000US25017351200,25017351200,"Census Tract 3512, Middlesex County, Massachusetts",2401,263,2390,260,0,127,0,127,0,127,65,83,0,127,17,26,8,14,0,127,11,17,0,127,7,11,16,25,47,34,11,18,0,127,44,70,191,129,522,197,411,164,661,192,379,139,11,17
1400000US25017351300,25017351300,"Census Tract 3513, Middlesex County, Massachusetts",1255,191,1255,191,0,127,0,127,0,127,73,45,57,47,40,40,25,31,28,33,8,13,0,127,12,19,9,14,11,19,13,21,79,85,75,81,42,38,306,107,269,158,155,88,53,54,0,127
1400000US25017351400,25017351400,"Census Tract 3514, Middlesex County, Massachusetts",1986,221,1898,227,0,127,74,83,15,26,121,94,30,35,0,127,60,55,14,22,60,77,44,61,0,127,0,127,29,24,31,34,0,127,211,142,131,103,407,178,267,149,340,158,64,74,88,83
1400000US25017351500,25017351500,"Census Tract 3515, Middlesex County, Massachusetts",644,125,644,125,0,127,0,127,0,127,50,29,41,31,41,36,11,17,0,127,13,20,0,127,12,22,30,29,0,127,34,44,0,127,0,127,19,21,211,124,163,114,19,32,0,127,0,127
1400000US25017352100,25017352100,"Census Tract 3521, Middlesex County, Massachusetts",667,134,656,135,0,127,0,127,0,127,0,127,9,15,16,26,17,26,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,49,46,35,44,120,74,60,45,142,66,208,75,11,17
1400000US25017352200,25017352200,"Census Tract 3522, Middlesex County, Massachusetts",843,128,828,128,9,15,0,127,103,53,33,29,54,47,22,35,8,13,40,44,7,11,23,37,0,127,0,127,10,15,0,127,0,127,0,127,65,82,102,79,126,74,129,79,97,92,15,24
1400000US25017352300,25017352300,"Census Tract 3523, Middlesex County, Massachusetts",868,128,868,128,0,127,0,127,12,19,0,127,11,17,0,127,0,127,0,127,10,15,0,127,0,127,0,127,0,127,0,127,11,17,10,17,22,25,177,86,108,63,180,109,327,85,0,127
1400000US25017352400,25017352400,"Census Tract 3524, Middlesex County, Massachusetts",692,81,681,83,0,127,33,38,56,37,37,44,0,127,52,52,51,46,26,36,7,12,0,127,0,127,0,127,35,39,62,37,13,21,0,127,58,45,32,41,43,43,128,70,48,31,11,17
1400000US25017352500,25017352500,"Census Tract 3525, Middlesex County, Massachusetts",914,103,914,103,0,127,9,14,8,13,55,51,13,20,46,57,45,32,12,19,0,127,0,127,22,36,30,46,10,17,0,127,0,127,84,58,43,53,24,39,203,97,166,80,144,68,0,127
1400000US25017352600,25017352600,"Census Tract 3526, Middlesex County, Massachusetts",848,97,848,97,0,127,0,127,0,127,14,25,0,127,0,127,20,26,0,127,0,127,9,16,7,15,0,127,0,127,7,15,26,42,43,56,44,50,168,75,142,60,295,100,73,53,0,127
1400000US25017352700,25017352700,"Census Tract 3527, Middlesex County, Massachusetts",947,117,937,120,0,127,0,127,67,46,30,41,40,37,57,51,27,25,8,12,0,127,45,43,0,127,54,58,35,48,17,20,46,38,68,45,43,50,154,99,95,72,117,74,34,29,10,17
1400000US25017352800,25017352800,"Census Tract 3528, Middlesex County, Massachusetts",609,110,574,118,0,127,0,127,0,127,0,127,0,127,11,17,33,37,25,43,0,127,0,127,14,22,9,15,0,127,0,127,25,29,21,24,51,52,10,17,88,58,268,104,19,31,35,45
1400000US25017352900,25017352900,"Census Tract 3529, Middlesex County, Massachusetts",742,123,685,123,0,127,0,127,0,127,0,127,0,127,16,25,0,127,30,48,15,22,0,127,0,127,0,127,32,44,0,127,0,127,17,28,21,24,124,62,104,64,232,91,94,54,57,46
1400000US25017353000,25017353000,"Census Tract 3530, Middlesex County, Massachusetts",1466,164,1466,164,62,66,28,45,10,15,85,68,45,36,133,83,28,33,8,15,16,28,12,18,44,54,8,12,11,18,0,127,22,26,8,12,0,127,117,84,168,85,455,161,206,101,0,127
1400000US25017353100,25017353100,"Census Tract 3531, Middlesex County, Massachusetts",1533,130,1478,132,0,127,0,127,0,127,27,45,0,127,0,127,0,127,0,127,0,127,17,25,71,73,9,13,30,34,28,35,11,17,9,15,43,35,228,82,292,121,331,116,382,90,55,59
1400000US25017353200,25017353200,"Census Tract 3532, Middlesex County, Massachusetts",1060,139,1011,144,0,127,0,127,10,16,0,127,0,127,0,127,24,25,0,127,40,35,0,127,0,127,0,127,0,127,0,127,15,22,24,27,12,18,114,76,191,95,212,74,369,102,49,62
1400000US25017353300,25017353300,"Census Tract 3533, Middlesex County, Massachusetts",1153,143,1141,141,12,20,13,21,0,127,14,21,28,32,0,127,24,27,0,127,12,19,0,127,0,127,0,127,55,73,9,13,0,127,13,21,42,29,156,89,145,67,319,132,299,98,12,20
1400000US25017353400,25017353400,"Census Tract 3534, Middlesex County, Massachusetts",837,116,822,114,0,127,0,127,0,127,24,34,28,44,6,11,14,21,30,32,8,13,14,22,0,127,0,127,0,127,0,127,49,35,36,38,71,57,109,64,147,69,209,73,77,51,15,24
1400000US25017353500,25017353500,"Census Tract 3535, Middlesex County, Massachusetts",911,112,901,113,0,127,6,10,56,37,7,11,15,19,0,127,0,127,0,127,15,17,18,26,0,127,14,23,0,127,29,25,0,127,53,46,78,56,93,56,120,57,179,73,218,87,10,18
1400000US25017353600,25017353600,"Census Tract 3536, Middlesex County, Massachusetts",1209,184,1114,174,0,127,0,127,13,22,0,127,0,127,11,16,0,127,57,42,0,127,14,22,0,127,72,45,60,33,12,19,0,127,0,127,81,66,149,76,236,91,308,86,101,52,95,52
1400000US25017353700,25017353700,"Census Tract 3537, Middlesex County, Massachusetts",1392,159,1360,164,0,127,0,127,0,127,0,127,0,127,13,19,0,127,0,127,0,127,0,127,18,25,33,50,0,127,0,127,0,127,46,40,63,63,235,110,409,122,331,108,212,90,32,30
1400000US25017353800,25017353800,"Census Tract 3538, Middlesex County, Massachusetts",1869,187,1837,186,0,127,0,127,0,127,0,127,0,127,0,127,15,23,0,127,0,127,0,127,0,127,0,127,11,17,18,29,58,45,0,127,66,73,77,52,473,167,785,185,334,112,32,35
1400000US25017353900,25017353900,"Census Tract 3539, Middlesex County, Massachusetts",1141,93,1100,85,0,127,0,127,0,127,10,15,31,24,10,17,0,127,0,127,50,35,0,127,0,127,0,127,0,127,10,16,9,15,10,15,20,23,76,61,488,113,284,83,102,62,41,35
1400000US25017354000,25017354000,"Census Tract 3540, Middlesex County, Massachusetts",1357,195,1286,190,0,127,0,127,14,24,11,18,0,127,0,127,0,127,11,17,0,127,0,127,0,127,0,127,0,127,0,127,0,127,46,42,0,127,319,144,308,109,334,117,243,106,71,46
